,OFFENSE,BLKADDR,City,State,Latitude,Longitude
1369,THEFT MISD. (UNDER $950),2300 SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
1370,THEFT FROM AUTO,1200 BLOCK GRIZZLY PEAK BLVD,Berkeley,CA,37.889989, -122.252226
1371,VEHICLE STOLEN,2700 BLOCK DWIGHT WAY,Berkeley,CA,37.865748, -122.253396
1372,BRANDISHING,2020 4TH ST,Berkeley,CA,37.866881, -122.299689
1373,THEFT MISD. (UNDER $950),2300 BLOCK JEFFERSON AVE,Berkeley,CA,37.866265, -122.278162
1374,BURGLARY COMMERCIAL,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1375,VEHICLE STOLEN,2600 BLOCK SACRAMENTO ST,Berkeley,CA,37.860334, -122.280567
1376,VEHICLE STOLEN,1898 ALCATRAZ AVE,Berkeley,CA,37.849027, -122.26926
1377,BURGLARY AUTO,2200 BLOCK GRANT ST,Berkeley,CA,37.868355, -122.274953
1378,ROBBERY,3000 BLOCK HARPER ST,Berkeley,CA,37.854154, -122.272171
1379,VEHICLE STOLEN,1615 RUSSELL ST,Berkeley,CA,37.855408, -122.276149
1380,BURGLARY AUTO,3000 BLOCK DOHR ST,Berkeley,CA,37.853221, -122.280832
1381,DISTURBANCE,2100 BLOCK 6TH ST,Berkeley,CA,37.866563, -122.297217
1382,DISTURBANCE,2500 BLOCK HILLEGASS AVE,Berkeley,CA,37.865149, -122.256487
1383,VEHICLE STOLEN,2700 BLOCK FOREST AVE,Berkeley,CA,37.861409, -122.253481
1384,BURGLARY COMMERCIAL,2300 SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
1385,DISTURBANCE,1300 BLOCK ROSE ST,Berkeley,CA,37.876897, -122.28868
1386,DISTURBANCE,2200 BLOCK MILVIA ST,Berkeley,CA,37.868574, -122.270415
1387,THEFT FELONY (OVER $950),1600 BLOCK TACOMA AVE,Berkeley,CA,37.891095, -122.284252
1388,THEFT FROM AUTO,900 BLOCK ADDISON ST,Berkeley,CA,37.866936, -122.296218
1389,THEFT MISD. (UNDER $950),2400 BLOCK DWIGHT WAY,Berkeley,CA,37.864826, -122.260719
1390,BURGLARY RESIDENTIAL,1800 BLOCK VIRGINIA ST,Berkeley,CA,37.875738, -122.275607
1391,DOMESTIC VIOLENCE,1600 BLOCK PRINCE ST,Berkeley,CA,37.85177, -122.276489
1392,THEFT FROM AUTO,2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1393,DISTURBANCE,1600 BLOCK 62ND ST,Berkeley,CA,37.846404, -122.275263
1394,THEFT FROM AUTO,2100 BLOCK MILVIA ST,Berkeley,CA,37.870603, -122.270612
1395,BURGLARY COMMERCIAL,1300 BLOCK GILMAN ST,Berkeley,CA,37.881366, -122.289688
1396,FRAUD/FORGERY,1300 BLOCK SAN PABLO AVE,Berkeley,CA,37.880228, -122.295798
1397,FRAUD/FORGERY,2000 BLOCK SHATTUCK AVE,Berkeley,CA,37.8719, -122.268389
1398,THEFT FELONY (OVER $950),2900 BLOCK STANTON ST,Berkeley,CA,37.854891, -122.280148
1399,FRAUD/FORGERY,2600 BLOCK ALCATRAZ AVE,Berkeley,CA,37.851176, -122.253096
1400,VANDALISM,843 GILMAN ST,Berkeley,CA,37.879451, -122.300901
1401,BURGLARY AUTO,900 BLOCK REGAL RD,Berkeley,CA,37.894468, -122.265464
1402,BURGLARY RESIDENTIAL,3000 BLOCK SAN PABLO AVE,Berkeley,CA,37.851919, -122.286667
1403,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1404,THEFT FROM AUTO,2800 BLOCK ELLSWORTH ST,Berkeley,CA,37.859195, -122.261915
1405,THEFT MISD. (UNDER $950),2500 BLOCK TELEGRAPH AVE,Berkeley,CA,37.864827, -122.258577
1406,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1407,DISTURBANCE,2000 BLOCK ALLSTON WAY,Berkeley,CA,37.869105, -122.270064
1408,ASSAULT/BATTERY FEL.,1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
1409,BURGLARY RESIDENTIAL,1300 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869764, -122.28655
1410,THEFT MISD. (UNDER $950),2400 BLOCK 10TH ST,Berkeley,CA,37.86249, -122.29124
1411,BURGLARY RESIDENTIAL,1600 BLOCK FRANCISCO ST,Berkeley,CA,37.874251, -122.280203
1412,VEHICLE STOLEN,1500 BLOCK ALLSTON WAY,Berkeley,CA,37.867513, -122.281165
1413,THEFT MISD. (UNDER $950),3100 BLOCK ELLIS ST,Berkeley,CA,37.852066, -122.272994
1414,THEFT FROM AUTO,2300 BLOCK RUSSELL ST,Berkeley,CA,37.857387, -122.261536
1415,BURGLARY AUTO,1129 FRANCISCO ST,Berkeley,CA,37.872753, -122.291926
1416,DOMESTIC VIOLENCE,1500 BLOCK STUART ST,Berkeley,CA,37.856968, -122.279544
1417,THEFT MISD. (UNDER $950),1800 BLOCK 4TH ST,Berkeley,CA,37.869888, -122.300618
1418,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1419,BURGLARY COMMERCIAL,2500 BLOCK SAN PABLO AVE,Berkeley,CA,37.861078, -122.289632
1420,THEFT MISD. (UNDER $950),1100 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869067, -122.292043
1421,VEHICLE STOLEN,1700 BLOCK SAN PABLO AVE,Berkeley,CA,37.87325, -122.293558
1422,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1423,ROBBERY,2900 BLOCK SAN PABLO AVE,Berkeley,CA,37.853576, -122.287202
1424,VEHICLE STOLEN,1300 BLOCK ROSE ST,Berkeley,CA,37.876897, -122.28868
1425,THEFT MISD. (UNDER $950),1200 BLOCK SAN PABLO AVE,Berkeley,CA,37.882033, -122.296381
1426,BURGLARY RESIDENTIAL,2500 BLOCK REGENT ST,Berkeley,CA,37.865202, -122.257795
1427,DISTURBANCE,1200 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869385, -122.28953
1428,SEXUAL ASSAULT FEL.,2600 BLOCK HILLEGASS AVE,Berkeley,CA,37.863292, -122.256293
1429,THEFT MISD. (UNDER $950),2000 BLOCK MILVIA ST,Berkeley,CA,37.871461, -122.270706
1430,THEFT MISD. (UNDER $950),2300 SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
1431,BURGLARY COMMERCIAL,1400 BLOCK UNIVERSITY AVE,Berkeley,CA,37.870054, -122.284263
1432,THEFT MISD. (UNDER $950),3100 BLOCK SAN PABLO AVE,Berkeley,CA,37.850675, -122.286265
1433,THEFT MISD. (UNDER $950),1050 GILMAN ST,Berkeley,CA,37.880312, -122.296641
1434,DISTURBANCE,2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
1435,ARSON,1500 BLOCK WOOLSEY ST,Berkeley,CA,37.85062, -122.278313
1436,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
1437,THEFT MISD. (UNDER $950),1050 GILMAN ST,Berkeley,CA,37.880312, -122.296641
1438,THEFT MISD. (UNDER $950),1300 BLOCK DELAWARE ST,Berkeley,CA,37.872499, -122.286632
1439,BURGLARY AUTO,2725 SOJOURNER TRUTH CT WAY,Berkeley,CA,37.857452, -122.280961
1440,BURGLARY AUTO,1100 BLOCK WARD ST,Berkeley,CA,37.856848, -122.288122
1441,IDENTITY THEFT,,Berkeley,CA,37.869058, -122.270455
1442,THEFT FELONY (OVER $950),2200 BLOCK SHATTUCK AVE,Berkeley,CA,37.869363, -122.268028
1443,THEFT FELONY (OVER $950),1600 BLOCK JULIA ST,Berkeley,CA,37.854442, -122.277107
1444,ASSAULT/BATTERY MISD.,2300 BLOCK TELEGRAPH AVE,Berkeley,CA,37.868714, -122.259189
1445,BURGLARY AUTO,1800 BLOCK UNIVERSITY AVE,Berkeley,CA,37.871246, -122.274991
1446,THEFT FELONY (OVER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1447,THEFT MISD. (UNDER $950),,Berkeley,CA,37.869058, -122.270455
1448,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
1449,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
1450,ASSAULT/BATTERY FEL.,2100 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA,37.869688, -122.272805
1451,THEFT FROM AUTO,2600 BLOCK WEBSTER ST,Berkeley,CA,37.855824, -122.25502
1452,IDENTITY THEFT,2200 BLOCK MCGEE AVE,Berkeley,CA,37.868108, -122.277222
1453,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1454,THEFT MISD. (UNDER $950),1300 BLOCK HENRY ST,Berkeley,CA,37.883512, -122.27103
1455,DOMESTIC VIOLENCE,1215 4TH ST,Berkeley,CA,37.880037, -122.303902
1456,DISTURBANCE,500 BLOCK UNIVERSITY AVE,Berkeley,CA,37.866293, -122.30551
1457,THEFT MISD. (UNDER $950),1600 BLOCK FRANCISCO ST,Berkeley,CA,37.874251, -122.280203
1458,DOMESTIC VIOLENCE,918 PARKER ST,Berkeley,CA,37.858527, -122.293006
1459,THEFT MISD. (UNDER $950),2500 BLOCK SHATTUCK AVE,Berkeley,CA,37.863811, -122.267412
1460,FRAUD/FORGERY,2591 HILGARD AVE,Berkeley,CA,37.878839, -122.259307
1461,THEFT MISD. (UNDER $950),2700 BLOCK SHASTA RD,Berkeley,CA,37.885559, -122.258485
1462,IDENTITY THEFT,3000 BLOCK DOHR ST,Berkeley,CA,37.853221, -122.280832
1463,BURGLARY AUTO,2500 BLOCK DANA ST,Berkeley,CA,37.864701, -122.260693
1464,ARSON,400 GILMAN ST,Berkeley,CA,37.877863, -122.308855
1465,VANDALISM,1700 BLOCK MILVIA ST,Berkeley,CA,37.876297, -122.27124
1466,BURGLARY RESIDENTIAL,2000 BLOCK ESSEX ST,Berkeley,CA,37.853552, -122.268286
1467,THEFT FROM AUTO,1600 BLOCK 63RD ST,Berkeley,CA,37.847281, -122.27545
1468,DISTURBANCE,1600 BLOCK MILVIA ST,Berkeley,CA,37.877951, -122.271395
1469,FRAUD/FORGERY,1900 BLOCK 4TH ST,Berkeley,CA,37.86825, -122.300093
1470,BURGLARY RESIDENTIAL,900 BLOCK UNIVERSITY AVE,Berkeley,CA,37.868263, -122.296013
1471,VEHICLE STOLEN,1500 BLOCK ARCH ST,Berkeley,CA,37.880636, -122.264757
1472,THEFT FELONY (OVER $950),1700 BLOCK ROSE ST,Berkeley,CA,37.880027, -122.279976
1473,DISTURBANCE,1400 BLOCK STANNAGE AVE,Berkeley,CA,37.878935, -122.293437
1474,ASSAULT/BATTERY MISD.,2300 BLOCK SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
1475,BURGLARY AUTO,200 BLOCK ALVARADO RD,Berkeley,CA,37.855969, -122.236484
1476,THEFT MISD. (UNDER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
1477,BURGLARY RESIDENTIAL,2300 BLOCK WARD ST,Berkeley,CA,37.860105, -122.261901
1478,THEFT FELONY (OVER $950),1300 BLOCK HASKELL ST,Berkeley,CA,37.851107, -122.28324
1479,DISTURBANCE,1500 BLOCK HEARST AVE,Berkeley,CA,37.872158, -122.282066
1480,DISTURBANCE,1200 BLOCK MASONIC AVE,Berkeley,CA,37.883072, -122.291168
1481,BURGLARY AUTO,100 BLOCK SPINNAKER WAY,Berkeley,CA,37.870287, -122.316238
1482,VANDALISM,1200 BLOCK ASHBY AVE,Berkeley,CA,37.852211, -122.286336
1483,ASSAULT/BATTERY MISD.,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1484,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1485,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1486,ARSON,900 BLOCK UNIVERSITY AVE,Berkeley,CA,37.868263, -122.296013
1487,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1488,THEFT MISD. (UNDER $950),2300 SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
1489,ASSAULT/BATTERY FEL.,2100 BLOCK MILVIA ST,Berkeley,CA,37.870603, -122.270612
1490,VEHICLE STOLEN,2700 BLOCK DANA ST,Berkeley,CA,37.861118, -122.259948
1491,ASSAULT/BATTERY MISD.,2400 BLOCK TELEGRAPH AVE,Berkeley,CA,37.866761, -122.258779
1492,ROBBERY,2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1493,THEFT MISD. (UNDER $950),1900 BLOCK ADDISON ST,Berkeley,CA,37.870639, -122.272468
1494,VANDALISM,600 BLOCK ADDISON ST,Berkeley,CA,37.865793, -122.301779
1495,ASSAULT/BATTERY MISD.,1800 SOLANO AVE,Berkeley,CA,37.891332, -122.279975
1496,VANDALISM,3000 BLOCK TELEGRAPH AVE,Berkeley,CA,37.855435, -122.259841
1497,THEFT FELONY (OVER $950),2200 BLOCK MCGEE AVE,Berkeley,CA,37.868108, -122.277222
1498,BURGLARY AUTO,1100 BLOCK DWIGHT WAY,Berkeley,CA,37.861107, -122.289485
1499,BURGLARY RESIDENTIAL,2700 BLOCK PRINCE ST,Berkeley,CA,37.85489, -122.252564
1500,DISTURBANCE,2500 BLOCK DURANT AVE,Berkeley,CA,37.867852, -122.258699
1501,THEFT MISD. (UNDER $950),1800 BLOCK HARMON ST,Berkeley,CA,37.849512, -122.272671
1502,THEFT MISD. (UNDER $950),2700 BLOCK 9TH ST,Berkeley,CA,37.857336, -122.290797
1503,BURGLARY RESIDENTIAL,100 BLOCK HILLCREST RD,Berkeley,CA,37.852529, -122.247255
1504,THEFT MISD. (UNDER $950),400 BLOCK GRIZZLY PEAK BLVD,Berkeley,CA,37.904235, -122.26951
1505,BURGLARY AUTO,2400 BLOCK ELLSWORTH ST,Berkeley,CA,37.866074, -122.26331
1506,THEFT FELONY (OVER $950),1800 BLOCK 4TH ST,Berkeley,CA,37.869888, -122.300618
1507,THEFT FELONY (OVER $950),2500 BLOCK HILLEGASS AVE,Berkeley,CA,37.865149, -122.256487
1508,VANDALISM,1100 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869067, -122.292043
1509,BURGLARY RESIDENTIAL,1700 BLOCK HIGHLAND PL,Berkeley,CA,37.877482, -122.256109
1510,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
1511,VANDALISM,2700 BLOCK SAN PABLO AVE,Berkeley,CA,37.857714, -122.288536
1512,VANDALISM,1400 BLOCK SAN PABLO AVE,Berkeley,CA,37.878722, -122.295312
1513,ASSAULT/BATTERY MISD.,1400 BLOCK SHATTUCK AVE,Berkeley,CA,37.881957, -122.269551
1514,ALCOHOL OFFENSE,2500 BLOCK TELEGRAPH AVE,Berkeley,CA,37.864827, -122.258577
1515,THEFT MISD. (UNDER $950),2300 BLOCK PIEDMONT AVE,Berkeley,CA,37.869839, -122.252365
1516,THEFT FELONY (OVER $950),1200 BLOCK EUCLID AVE,Berkeley,CA,37.88674, -122.262299
1517,BURGLARY RESIDENTIAL,2200 BLOCK ROSE ST,Berkeley,CA,37.882353, -122.267136
1518,VEHICLE STOLEN,700 BLOCK PERALTA AVE,Berkeley,CA,37.894676, -122.285563
1519,VANDALISM,900 BLOCK ALLSTON WAY,Berkeley,CA,37.86549, -122.295702
1520,BURGLARY RESIDENTIAL,100 BLOCK HILLCREST RD,Berkeley,CA,37.852529, -122.247255
1521,THEFT MISD. (UNDER $950),1700 BLOCK SAN PABLO AVE,Berkeley,CA,37.87325, -122.293558
1522,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1523,VEHICLE STOLEN,2800 BLOCK DERBY ST,Berkeley,CA,37.862264, -122.250972
1524,VANDALISM,1200 BLOCK HENRY ST,Berkeley,CA,37.88548, -122.2713
1525,IDENTITY THEFT,1300 BLOCK SAN PABLO AVE,Berkeley,CA,37.880228, -122.295798
1526,ROBBERY,2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
1527,THEFT MISD. (UNDER $950),2200 BLOCK DWIGHT WAY,Berkeley,CA,37.864238, -122.265263
1528,THEFT MISD. (UNDER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
1529,DISTURBANCE,1700 BLOCK WARD ST,Berkeley,CA,37.858392, -122.275421
1530,BURGLARY RESIDENTIAL,2747 2747 SAN PABLO AVE,Berkeley,CA,37.8559, -122.287818
1531,THEFT MISD. (UNDER $950),2500 BLOCK SHATTUCK AVE,Berkeley,CA,37.863811, -122.267412
1532,DISTURBANCE,2900 BLOCK REGENT ST,Berkeley,CA,37.857787, -122.257013
1533,DOMESTIC VIOLENCE,2900 BLOCK MABEL ST,Berkeley,CA,37.853959, -122.284067
1534,VEHICLE STOLEN,200 BLOCK PANORAMIC WAY,Berkeley,CA,37.869246, -122.244474
1535,THEFT MISD. (UNDER $950),700 BLOCK HILLDALE AVE,Berkeley,CA,37.898747, -122.266109
1536,MISSING JUVENILE,3000 BLOCK SACRAMENTO ST,Berkeley,CA,37.853275, -122.279078
1537,ASSAULT/BATTERY MISD.,2000 BLOCK SHATTUCK AVE,Berkeley,CA,37.8719, -122.268389
1538,THEFT FELONY (OVER $950),2300 SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
1539,ASSAULT/BATTERY MISD.,1200 BLOCK SAN PABLO AVE,Berkeley,CA,37.882033, -122.296381
1540,VANDALISM,1800 BLOCK 4TH ST,Berkeley,CA,37.869888, -122.300618
1541,VEHICLE STOLEN,1200 BLOCK STANNAGE AVE,Berkeley,CA,37.882469, -122.294567
1542,VANDALISM,1900 BLOCK SHATTUCK AVE,Berkeley,CA,37.873687, -122.268616
1543,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1544,ASSAULT/BATTERY MISD.,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1545,THEFT MISD. (UNDER $950),2500 BLOCK TELEGRAPH AVE,Berkeley,CA,37.864827, -122.258577
1546,VEHICLE STOLEN,1300 BLOCK HOPKINS ST,Berkeley,CA,37.878239, -122.288374
1547,THEFT FROM AUTO,1100 BLOCK EASTSHORE HWY,Berkeley,CA,37.885683, -122.308114
1548,ROBBERY,2800 BLOCK SAN PABLO AVE,Berkeley,CA,37.856195, -122.288053
1549,THEFT MISD. (UNDER $950),2500 BLOCK TELEGRAPH AVE,Berkeley,CA,37.864827, -122.258577
1550,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1551,BURGLARY AUTO,700 BLOCK HARRISON ST,Berkeley,CA,37.88055, -122.304962
1552,BRANDISHING,1100 BLOCK SAN PABLO AVE,Berkeley,CA,37.883948, -122.296991
1553,BURGLARY COMMERCIAL,1100 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869067, -122.292043
1554,DOMESTIC VIOLENCE,1700 BLOCK SAN PABLO AVE,Berkeley,CA,37.87325, -122.293558
1555,ASSAULT/BATTERY MISD.,1900 BLOCK SHATTUCK AVE,Berkeley,CA,37.873687, -122.268616
1556,DISTURBANCE,2530 DWIGHT WAY,Berkeley,CA,37.86531, -122.25699
1557,BURGLARY AUTO,2600 BLOCK DURANT AVE,Berkeley,CA,37.868164, -122.256314
1558,ASSAULT/BATTERY FEL.,2300 BLOCK TELEGRAPH AVE,Berkeley,CA,37.868714, -122.259189
1559,BURGLARY RESIDENTIAL,100 BLOCK TUNNEL RD,Berkeley,CA,37.856035, -122.240397
1560,DISTURBANCE,1400 BLOCK DERBY ST,Berkeley,CA,37.858448, -122.282308
1561,VANDALISM,1500 BLOCK HARMON ST,Berkeley,CA,37.848812, -122.278043
1562,DOMESTIC VIOLENCE,2600 BLOCK 10TH ST,Berkeley,CA,37.858777, -122.29006
1563,VEHICLE STOLEN,1500 BLOCK GRIZZLY PEAK BLVD,Berkeley,CA,37.88222, -122.247955
1564,ASSAULT/BATTERY MISD.,2322 SHATTUCK AVE,Berkeley,CA,37.867185, -122.267803
1565,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1566,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1567,ROBBERY,2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
1568,BURGLARY AUTO,1900 BLOCK UNIVERSITY AVE,Berkeley,CA,37.871544, -122.272714
1569,BURGLARY AUTO,2400 BLOCK SHATTUCK AVE,Berkeley,CA,37.865772, -122.267643
1570,BURGLARY COMMERCIAL,1400 BLOCK SHATTUCK AVE,Berkeley,CA,37.881957, -122.269551
1571,ROBBERY,1900 BLOCK UNIVERSITY AVE,Berkeley,CA,37.871544, -122.272714
1572,DISTURBANCE,800 BLOCK JONES ST,Berkeley,CA,37.875084, -122.300897
1573,THEFT FELONY (OVER $950),26 DOMINGO AVE,Berkeley,CA,37.857295, -122.243843
1574,THEFT FELONY (OVER $950),1500 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA,37.87965, -122.273873
1575,THEFT MISD. (UNDER $950),2300 SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
1576,DOMESTIC VIOLENCE,2721 SHATTUCK AVE,Berkeley,CA,37.859682, -122.267008
1577,THEFT MISD. (UNDER $950),1800 BLOCK ACTON ST,Berkeley,CA,37.872563, -122.284648
1578,THEFT FELONY (OVER $950),1000 BLOCK GRAYSON ST,Berkeley,CA,37.855748, -122.290281
1579,THEFT MISD. (UNDER $950),2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1580,BURGLARY AUTO,2200 BLOCK PARKER ST,Berkeley,CA,37.862491, -122.2646
1581,IDENTITY THEFT,2200 BLOCK HASTE ST,Berkeley,CA,37.865141, -122.265441
1582,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
1583,IDENTITY THEFT,2800 BLOCK PRINCE ST,Berkeley,CA,37.855065, -122.249937
1584,THEFT MISD. (UNDER $950),2100 BLOCK UNIVERSITY AVE,Berkeley,CA,37.872175, -122.267835
1585,BURGLARY AUTO,1300 BLOCK SAN PABLO AVE,Berkeley,CA,37.880228, -122.295798
1586,VEHICLE STOLEN,2700 BLOCK TELEGRAPH AVE,Berkeley,CA,37.861387, -122.259001
1587,THEFT MISD. (UNDER $950),1640 HOPKINS,Berkeley,CA,37.88265, -122.279975
1588,ASSAULT/BATTERY MISD.,2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1589,DISTURBANCE,2800 BLOCK ADELINE ST,Berkeley,CA,37.858116, -122.268002
1590,THEFT FELONY (OVER $950),1600 BLOCK DWIGHT WAY,Berkeley,CA,37.862516, -122.27853
1591,THEFT FROM AUTO,100 BLOCK SEAWALL DR,Berkeley,CA,37.863611, -122.317566
1592,THEFT FROM PERSON,2400 BLOCK SHATTUCK AVE,Berkeley,CA,37.865772, -122.267643
1593,MISSING ADULT,2200 BLOCK SAN PABLO AVE,Berkeley,CA,37.866206, -122.29129
1594,BRANDISHING,2300 BLOCK TELEGRAPH AVE,Berkeley,CA,37.868714, -122.259189
1595,BURGLARY RESIDENTIAL,1400 BLOCK GILMAN ST,Berkeley,CA,37.880383, -122.285574
1596,VEHICLE STOLEN,700 BLOCK ENSENADA AVE,Berkeley,CA,37.894636, -122.284305
1597,VEHICLE STOLEN,1900 BLOCK PARKER ST,Berkeley,CA,37.861571, -122.271722
1598,ROBBERY,1300 BLOCK SAN PABLO AVE,Berkeley,CA,37.880228, -122.295798
1599,DISTURBANCE,2600 BLOCK DURANT AVE,Berkeley,CA,37.868164, -122.256314
1600,VEHICLE STOLEN,1000 BLOCK DELAWARE ST,Berkeley,CA,37.871265, -122.295043
1601,VEHICLE STOLEN,1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
1602,ROBBERY,900 BLOCK HEINZ AVE,Berkeley,CA,37.853552, -122.291561
1603,BURGLARY AUTO,800 BLOCK POTTER ST,Berkeley,CA,37.850798, -122.294689
1604,DISTURBANCE,2400 BLOCK ASHBY AVE,Berkeley,CA,37.856111, -122.260248
1605,BURGLARY RESIDENTIAL,2200 BLOCK WARD ST,Berkeley,CA,37.8598, -122.264351
1606,BURGLARY AUTO,600 BLOCK HEARST AVE,Berkeley,CA,37.868334, -122.303753
1607,THEFT MISD. (UNDER $950),2000 BLOCK VINE ST,Berkeley,CA,37.879921, -122.271646
1608,GUN/WEAPON,200 BLOCK UNIVERSITY AVE,Berkeley,CA,37.865511, -122.309967
1609,IDENTITY THEFT,600 BLOCK VINCENTE AVE,Berkeley,CA,37.896703, -122.284274
1610,BURGLARY COMMERCIAL,2800 BLOCK 7TH ST,Berkeley,CA,37.855076, -122.292412
1611,VEHICLE STOLEN,1300 BLOCK GRIZZLY PEAK BLVD,Berkeley,CA,37.8871, -122.251321
1612,FRAUD/FORGERY,2700 BLOCK ASHBY PL,Berkeley,CA,37.85717, -122.252209
1613,THEFT MISD. (UNDER $950),1000 BLOCK GILMAN ST,Berkeley,CA,37.88014, -122.297498
1614,THEFT FELONY (OVER $950),2500 BLOCK MARTIN LUTHER KING JR WAY,Berkeley,CA,37.863099, -122.27207
1615,THEFT FELONY (OVER $950),2426 MCGEE AVE,Berkeley,CA,37.863593, -122.276751
1616,THEFT MISD. (UNDER $950),1200 BLOCK UNIVERSITY AVE,Berkeley,CA,37.869385, -122.28953
1617,THEFT MISD. (UNDER $950),1300 BLOCK SAN PABLO AVE,Berkeley,CA,37.880228, -122.295798
1618,FRAUD/FORGERY,1600 BLOCK SAN PABLO AVE,Berkeley,CA,37.875189, -122.294176
1619,THEFT MISD. (UNDER $950),2300 SHATTUCK AVE,Berkeley,CA,37.867176, -122.267802
1620,VEHICLE STOLEN,2200 BLOCK PIEDMONT AVE,Berkeley,CA,37.871716, -122.252796
1621,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1622,VEHICLE STOLEN,,Berkeley,CA,37.869058, -122.270455
1623,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
1624,ASSAULT/BATTERY MISD.,2800 BLOCK ACTON ST,Berkeley,CA,37.855576, -122.282153
1625,THEFT MISD. (UNDER $950),2300 BLOCK TELEGRAPH AVE,Berkeley,CA,37.868714, -122.259189
1626,THEFT MISD. (UNDER $950),2600 BLOCK TELEGRAPH AVE,Berkeley,CA,37.862927, -122.258784
1627,BURGLARY AUTO,1000 BLOCK PARDEE ST,Berkeley,CA,37.856698, -122.290343
1628,ASSAULT/BATTERY MISD.,2100 BLOCK MCKINLEY AVE,Berkeley,CA,37.870219, -122.273994
1629,VEHICLE STOLEN,1500 BLOCK RUSSELL ST,Berkeley,CA,37.854833, -122.279839
1630,VANDALISM,1000 BLOCK HARRISON ST,Berkeley,CA,37.88189, -122.29825
1631,THEFT MISD. (UNDER $950),2100 BLOCK SHATTUCK AVE,Berkeley,CA,37.871167, -122.268285
1632,VANDALISM,2086 ALLSTON WAY,Berkeley,CA,37.869306, -122.268487
